processor_name,passmark,rank,value,price
Intel Core i5-4400E @ 2.70GHz,4548,939,17.1,$266.00*
Intel Core i5-4402E @ 1.60GHz,3947,1061,,
Intel Core i5-4422E @ 1.80GHz,2806,1389,10.55,$266.00*
Intel Core i5-4430 @ 3.00GHz,6338,676,39.62,$159.99
Intel Core i5-4430S @ 2.70GHz,5958,711,37.24,$159.99*
Intel Core i5-4440 @ 3.10GHz,6513,657,13.11,$497.00*
Intel Core i5-4440S @ 2.80GHz,6245,681,13.49,$462.97*
Intel Core i5-4460 @ 3.20GHz,6718,638,35.36,$189.99
Intel Core i5-4460S @ 2.90GHz,6418,665,9.73,$659.99*
Intel Core i5-4460T @ 1.90GHz,4960,861,,
Intel Core i5-450M @ 2.40GHz,2126,1637,66.55,$31.95*
Intel Core i5-4570 @ 3.20GHz,7147,595,61.76,$115.72
Intel Core i5-4570R @ 2.70GHz,6756,633,,
Intel Core i5-4570S @ 2.90GHz,6827,625,35.64,$191.56
Intel Core i5-4570T @ 2.90GHz,4816,885,32.11,$149.99*
Intel Core i5-4570TE @ 2.70GHz,3827,1087,19.14,$199.99*
Intel Core i5-4590 @ 3.30GHz,7332,580,59.62,$122.99
Intel Core i5-4590S @ 3.00GHz,7066,603,47.43,$149.00
Intel Core i5-4590T @ 2.00GHz,5618,749,26.76,$209.95*
Intel Core i5-460M @ 2.53GHz,2323,1551,31.0,$74.95*
Intel Core i5-4670 @ 3.40GHz,7459,561,31.87,$234.06
Intel Core i5-4670K @ 3.40GHz,7634,547,22.2,$343.81
Intel Core i5-4670K CPT @ 3.40GHz,7411,571,,
Intel Core i5-4670R @ 3.00GHz,7419,570,26.88,$276.00*
Intel Core i5-4670S @ 3.10GHz,7384,574,34.67,$213.00*
Intel Core i5-4670T @ 2.30GHz,6168,690,23.81,$259.02*
Intel Core i5-4690 @ 3.50GHz,7682,541,32.45,$236.73
Intel Core i5-4690K @ 3.50GHz,7795,529,50.62,$154.00
Intel Core i5-4690S @ 3.20GHz,7426,567,26.42,$281.06*
Intel Core i5-4690T @ 2.50GHz,6544,654,,
Intel Core i5-470UM @ 1.33GHz,1081,2170,,
Intel Core i5-480M @ 2.67GHz,2403,1524,29.82,$80.60*
Intel Core i5-520 @ 2.40GHz,2244,1592,,
Intel Core i5-5200U @ 2.20GHz,3488,1172,,
Intel Core i5-520M @ 2.40GHz,2368,1539,33.84,$69.99*
Intel Core i5-520UM @ 1.07GHz,1351,2008,,
Intel Core i5-5250U @ 1.60GHz,3588,1144,8.12,$441.89*
Intel Core i5-5257U @ 2.70GHz,4410,969,,
Intel Core i5-5287U @ 2.90GHz,4700,907,,
Intel Core i5-5300U @ 2.30GHz,3827,1086,7.42,$515.73*
Intel Core i5-5350U @ 1.80GHz,3512,1167,,
Intel Core i5-540M @ 2.53GHz,2454,1506,12.92,$189.95*
Intel Core i5-540UM @ 1.20GHz,1375,1997,,
Intel Core i5-5575R @ 2.80GHz,7484,559,,
Intel Core i5-560M @ 2.67GHz,2579,1458,42.98,$60.00*
Intel Core i5-560UM @ 1.33GHz,1664,1864,,
Intel Core i5-5675C @ 3.10GHz,8191,490,26.43,$309.95*
Intel Core i5-5675R @ 3.10GHz,8054,505,,
Intel Core i5-580M @ 2.67GHz,2595,1451,23.61,$109.95
Intel Core i5-6198DU @ 2.30GHz,4147,1020,,
Intel Core i5-6200U @ 2.30GHz,4022,1040,,
Intel Core i5-6260U @ 1.80GHz,4362,978,8.41,$518.99*
Intel Core i5-6267U @ 2.90GHz,4962,860,,
Intel Core i5-6287U @ 3.10GHz,4751,899,15.63,$304.00*
Intel Core i5-6300HQ @ 2.30GHz,6089,701,,
Intel Core i5-6300U @ 2.40GHz,4369,974,,
Intel Core i5-6360U @ 2.00GHz,4880,874,,
Intel Core i5-6400 @ 2.70GHz,6766,630,19.9,$340.03*
Intel Core i5-6400T @ 2.20GHz,5614,752,21.6,$259.95*
Intel Core i5-6402P @ 2.80GHz,7117,599,37.46,$189.99*
Intel Core i5-6440EQ @ 2.70GHz,6223,683,,
Intel Core i5-6440HQ @ 2.60GHz,6804,627,,
Intel Core i5-650 @ 3.20GHz,3098,1286,36.45,$84.99*
Intel Core i5-6500 @ 3.20GHz,7246,587,40.26,$179.99
Intel Core i5-6500T @ 2.50GHz,6288,678,41.93,$149.99
Intel Core i5-6500TE @ 2.30GHz,6579,651,31.33,$209.99*
Intel Core i5-655K @ 3.20GHz,3386,1198,56.45,$59.99*
Intel Core i5-660 @ 3.33GHz,3253,1233,9.3,$349.95*
Intel Core i5-6600 @ 3.30GHz,7777,533,29.92,$259.94*
Intel Core i5-6600K @ 3.50GHz,8066,503,30.66,$263.11*
Intel Core i5-6600T @ 2.70GHz,7342,579,24.48,$299.95
Intel Core i5-661 @ 3.33GHz,3186,1254,31.86,$99.99*
Intel Core i5-670 @ 3.47GHz,3313,1219,36.83,$89.99*
Intel Core i5-680 @ 3.60GHz,3514,1165,39.05,$89.99*
Intel Core i5-7200U @ 2.50GHz,4603,928,,
Intel Core i5-7260U @ 2.20GHz,5673,744,9.63,$589.00
Intel Core i5-7267U @ 3.10GHz,4976,858,,
Intel Core i5-7287U @ 3.30GHz,5656,748,,
Intel Core i5-7300HQ @ 2.50GHz,6786,628,,
Intel Core i5-7300U @ 2.60GHz,5189,815,10.05,$516.40
Intel Core i5-7360U @ 2.30GHz,5865,721,,
Intel Core i5-7400 @ 3.00GHz,7326,581,33.96,$215.74
Intel Core i5-7400T @ 2.40GHz,6394,668,28.82,$221.88
Intel Core i5-7440HQ @ 2.80GHz,7659,546,,
Intel Core i5-7442EQ @ 2.10GHz,6262,680,25.05,$250.00*
Intel Core i5-750 @ 2.67GHz,3691,1124,39.88,$92.55*
Intel Core i5-7500 @ 3.40GHz,8020,510,40.15,$199.79
Intel Core i5-7500T @ 2.70GHz,7020,606,31.34,$223.99
Intel Core i5-760 @ 2.80GHz,3886,1070,43.19,$89.99*
Intel Core i5-7600 @ 3.50GHz,8724,445,35.76,$243.99
Intel Core i5-7600K @ 3.80GHz,9115,406,33.04,$275.93
Intel Core i5-7600T @ 2.80GHz,8111,501,32.25,$251.56
Intel Core i5-7640X @ 4.00GHz,9545,364,41.77,$228.50
Intel Core i5-7Y54 @ 1.20GHz,3599,1140,,
Intel Core i5-7Y57 @ 1.20GHz,3810,1092,,
Intel Core i5-8200Y @ 1.30GHz,4206,1009,14.46,$291.00*
Intel Core i5-8210Y @ 1.60GHz,4284,995,,
Intel Core i5-8250U @ 1.60GHz,7678,543,,
Intel Core i5-8259U @ 2.30GHz,11015,263,15.74,$699.99
Intel Core i5-8265U @ 1.60GHz,7957,517,26.79,$297.00*
Intel Core i5-8300H @ 2.30GHz,9495,367,37.98,$250.00*
Intel Core i5-8305G @ 2.80GHz,8947,428,,
Intel Core i5-8350U @ 1.70GHz,8243,482,27.75,$297.00*
Intel Core i5-8365U @ 1.60GHz,8332,476,28.06,$297.00*
Intel Core i5-8400 @ 2.80GHz,11645,244,59.15,$196.89
Intel Core i5-8400H @ 2.50GHz,10082,314,40.33,$250.00*
Intel Core i5-8400T @ 1.70GHz,9554,363,48.01,$199.00
Intel Core i5-8500 @ 3.00GHz,11918,237,42.16,$282.71
Intel Core i5-8500B @ 3.00GHz,12756,212,66.44,$192.00*
Intel Core i5-8500T @ 2.10GHz,9986,326,46.72,$213.73
Intel Core i5-8600 @ 3.10GHz,12632,218,45.57,$277.21*
Intel Core i5-8600K @ 3.60GHz,12762,211,40.79,$312.92*
Intel Core i5-8600T @ 2.30GHz,10830,273,30.93,$350.12*
Intel Core i5-9300H @ 2.40GHz,9456,374,37.83,$250.00*
Intel Core i5-9400 @ 2.90GHz,11826,239,60.65,$194.99
Intel Core i5-9400F @ 2.90GHz,12158,232,81.06,$149.99
Intel Core i5-9500 @ 3.00GHz,12673,217,62.74,$202.00*
Intel Core i5-9500T @ 2.20GHz,11211,253,58.39,$192.00*
Intel Core i5-9600K @ 3.70GHz,13522,195,58.81,$229.95
Intel Core i5-9600KF @ 3.70GHz,13991,176,55.97,$249.99
Intel Core i7-2600 @ 3.40GHz,8186,491,58.52,$139.90
Intel Core i7-2600K @ 3.40GHz,8422,467,47.05,$179.00
Intel Core i7-2600S @ 2.80GHz,7091,600,53.3,$133.04*
Intel Core i7-2610UE @ 1.50GHz,2481,1501,,
Intel Core i7-2617M @ 1.50GHz,2824,1381,,
Intel Core i7-2620M @ 2.70GHz,3842,1080,22.63,$169.81*
Intel Core i7-2630QM @ 2.00GHz,5524,762,24.03,$229.95*
Intel Core i7-2630UM @ 1.60GHz,2584,1457,,
Intel Core i7-2635QM @ 2.00GHz,5468,770,,
Intel Core i7-2637M @ 1.70GHz,2910,1350,,
Intel Core i7-2640M @ 2.80GHz,3920,1068,26.0,$150.78*
Intel Core i7-2655LE @ 2.20GHz,3196,1251,,
Intel Core i7-2670QM @ 2.20GHz,5881,720,42.31,$139.00
Intel Core i7-2675QM @ 2.20GHz,5531,761,,
Intel Core i7-2677M @ 1.80GHz,2826,1379,,
Intel Core i7-2700K @ 3.50GHz,8684,451,26.65,$325.90
Intel Core i7-2710QE @ 2.10GHz,5768,732,,
Intel Core i7-2715QE @ 2.10GHz,5365,788,,
Intel Core i7-2720QM @ 2.20GHz,6111,698,19.78,$309.00*
Intel Core i7-2760QM @ 2.40GHz,6563,652,31.26,$209.95*
Intel Core i7-2820QM @ 2.30GHz,6642,645,34.77,$191.02
Intel Core i7-2840QM @ 2.40GHz,6766,631,,
Intel Core i7-2860QM @ 2.50GHz,6966,610,12.88,$541.00*
Intel Core i7-2920XM @ 2.50GHz,7050,604,16.01,$440.44*
Intel Core i7-2960XM @ 2.70GHz,7224,590,17.62,$409.95*
Intel Core i7-3517U @ 1.90GHz,3582,1146,,
Intel Core i7-3517UE @ 1.70GHz,3350,1209,,
Intel Core i7-3520M @ 2.90GHz,4545,942,19.34,$235.00*
Intel Core i7-3537U @ 2.00GHz,3844,1079,,
Intel Core i7-3540M @ 3.00GHz,4661,911,10.84,$429.95*
Intel Core i7-3555LE @ 2.50GHz,3966,1053,,
Intel Core i7-3610QE @ 2.30GHz,6544,653,,
Intel Core i7-3610QM @ 2.30GHz,7460,560,18.65,$399.99*
Intel Core i7-3612QE @ 2.10GHz,6712,640,,
Intel Core i7-3612QM @ 2.10GHz,6817,626,,
Intel Core i7-3615QE @ 2.30GHz,7458,562,,
Intel Core i7-3615QM @ 2.30GHz,7382,575,,
Intel Core i7-3630QM @ 2.40GHz,7580,551,31.72,$239.00*
Intel Core i7-3632QM @ 2.20GHz,6932,617,29.12,$238.05*
Intel Core i7-3635QM @ 2.40GHz,6664,643,,
Intel Core i7-3667U @ 2.00GHz,3998,1045,,
Intel Core i7-3687U @ 2.10GHz,4185,1013,,
Intel Core i7-3689Y @ 1.50GHz,3220,1245,,
Intel Core i7-3720QM @ 2.60GHz,8119,500,22.37,$363.00*
Intel Core i7-3740QM @ 2.70GHz,8316,478,34.66,$239.95*
Intel Core i7-3770 @ 3.40GHz,9280,388,46.84,$198.13
Intel Core i7-3770K @ 3.50GHz,9507,366,18.64,$509.95
Intel Core i7-3770S @ 3.10GHz,8892,431,21.69,$409.99*
Intel Core i7-3770T @ 2.50GHz,8208,488,24.87,$329.99*
Intel Core i7-3820 @ 3.60GHz,8990,421,21.41,$419.97
Intel Core i7-3820QM @ 2.70GHz,8409,468,29.51,$285.00*
Intel Core i7-3840QM @ 2.80GHz,8772,441,30.26,$289.95
Intel Core i7-3920XM @ 2.90GHz,9169,398,8.37,"$1,096.00*"
Intel Core i7-3930K @ 3.20GHz,11978,235,23.73,$504.85*
Intel Core i7-3940XM @ 3.00GHz,9225,393,17.12,$539.00*
Intel Core i7-3960X @ 3.30GHz,12584,219,13.11,$959.78*
Intel Core i7-3970X @ 3.50GHz,12679,216,30.93,$409.94
Intel Core i7-4500U @ 1.80GHz,3790,1095,,
Intel Core i7-4510U @ 2.00GHz,3923,1067,,
Intel Core i7-4550U @ 1.50GHz,3717,1116,,
Intel Core i7-4558U @ 2.80GHz,4397,970,,
Intel Core i7-4560U @ 1.60GHz,4329,984,,
Intel Core i7-4578U @ 3.00GHz,4780,895,,
Intel Core i7-4600M @ 2.90GHz,4900,872,,
Intel Core i7-4600U @ 2.10GHz,4094,1029,,
Intel Core i7-4610M @ 3.00GHz,4906,871,,
Intel Core i7-4610Y @ 1.70GHz,3746,1109,,
Intel Core i7-4650U @ 1.70GHz,3960,1059,,
Intel Core i7-4700EQ @ 2.40GHz,7180,592,,
Intel Core i7-4700HQ @ 2.40GHz,7725,535,20.17,$383.00*
Intel Core i7-4700MQ @ 2.40GHz,7684,540,40.66,$189.00*
Intel Core i7-4702HQ @ 2.20GHz,7422,569,,
Intel Core i7-4702MQ @ 2.20GHz,7129,597,21.15,$337.04*
Intel Core i7-4710HQ @ 2.50GHz,7721,537,,
Intel Core i7-4710MQ @ 2.50GHz,7981,515,29.39,$271.57*
Intel Core i7-4712HQ @ 2.30GHz,7523,555,,
Intel Core i7-4712MQ @ 2.30GHz,7213,591,,
Intel Core i7-4720HQ @ 2.60GHz,7996,514,,
Intel Core i7-4722HQ @ 2.40GHz,8067,502,,
Intel Core i7-4750HQ @ 2.00GHz,8194,489,,
Intel Core i7-4760HQ @ 2.10GHz,8735,444,,
Intel Core i7-4765T @ 2.00GHz,7304,584,18.26,$399.99*
Intel Core i7-4770 @ 3.40GHz,9779,346,108.67,$89.99
Intel Core i7-4770HQ @ 2.20GHz,8948,427,,
Intel Core i7-4770K @ 3.50GHz,10075,317,29.04,$347.01
Intel Core i7-4770R @ 3.20GHz,9822,339,,
Intel Core i7-4770S @ 3.10GHz,9348,382,37.39,$249.99*
Intel Core i7-4770T @ 2.50GHz,8587,457,21.47,$399.99*
Intel Core i7-4770TE @ 2.30GHz,6732,636,,
Intel Core i7-4771 @ 3.50GHz,9866,335,16.17,$609.99*
Intel Core i7-4785T @ 2.20GHz,7633,548,,
Intel Core i7-4790 @ 3.60GHz,9987,324,47.82,$208.84
Intel Core i7-4790K @ 4.00GHz,11171,255,36.15,$309.00
Intel Core i7-4790S @ 3.20GHz,9585,360,21.0,$456.53
Intel Core i7-4790T @ 2.70GHz,9075,409,25.28,$359.00*
Intel Core i7-4800MQ @ 2.70GHz,8445,464,16.56,$509.95*
Intel Core i7-4810MQ @ 2.80GHz,8653,453,45.55,$189.95*
Intel Core i7-4820K @ 3.70GHz,9714,354,44.16,$219.99*
Intel Core i7-4850HQ @ 2.30GHz,9051,412,20.86,$434.00*
Intel Core i7-4860EQ @ 1.80GHz,7847,523,,
Intel Core i7-4860HQ @ 2.40GHz,9271,390,,
Intel Core i7-4870HQ @ 2.50GHz,9355,381,,
Intel Core i7-4900MQ @ 2.80GHz,8975,424,15.3,$586.67*
Intel Core i7-4910MQ @ 2.90GHz,9332,384,20.29,$459.95*
Intel Core i7-4930K @ 3.40GHz,13010,206,25.98,$500.73*
Intel Core i7-4930MX @ 3.00GHz,9476,371,8.65,"$1,096.00*"
Intel Core i7-4940MX @ 3.10GHz,9921,330,13.97,$709.95
Intel Core i7-4960HQ @ 2.60GHz,9828,338,15.78,$623.00*
Intel Core i7-4960X @ 3.60GHz,13796,186,17.92,$769.99*
Intel Core i7-4980HQ @ 2.80GHz,10278,298,,
Intel Core i7-5500U @ 2.40GHz,3976,1051,,
Intel Core i7-5550U @ 2.00GHz,3851,1078,,
Intel Core i7-5557U @ 3.10GHz,4948,863,7.02,$705.00*
Intel Core i7-5600U @ 2.60GHz,4317,989,,
Intel Core i7-5650U @ 2.20GHz,4224,1005,,
Intel Core i7-5675C @ 3.10GHz,8164,492,,
Intel Core i7-5700EQ @ 2.60GHz,8239,484,,
Intel Core i7-5700HQ @ 2.70GHz,8354,474,,
Intel Core i7-5775C @ 3.30GHz,10976,264,15.99,$686.32*
Intel Core i7-5775R @ 3.30GHz,10868,270,,
Intel Core i7-5820K @ 3.30GHz,12979,207,44.91,$289.00
Intel Core i7-5850EQ @ 2.70GHz,9817,340,22.57,$435.00*
Intel Core i7-5850HQ @ 2.70GHz,9459,373,21.8,$434.00*
Intel Core i7-5930K @ 3.50GHz,13623,192,15.45,$881.89*
Intel Core i7-5950HQ @ 2.90GHz,10850,271,,
Intel Core i7-5960X @ 3.00GHz,15942,127,16.61,$959.99*
Intel Core i7-610 @ 2.53GHz,1969,1702,,
Intel Core i7-610E @ 2.53GHz,2544,1473,,
Intel Core i7-620LM @ 2.00GHz,1949,1711,,
Intel Core i7-620M @ 2.67GHz,2722,1416,24.74,$110.01*
Intel Core i7-620UM @ 1.07GHz,1323,2025,,
Intel Core i7-640LM @ 2.13GHz,2249,1589,,
Intel Core i7-640M @ 2.80GHz,2828,1378,14.15,$199.95*
Intel Core i7-640UM @ 1.20GHz,1638,1877,,
Intel Core i7-6498DU @ 2.50GHz,4538,944,,
Intel Core i7-6500U @ 2.50GHz,4430,964,11.27,$393.00*
Intel Core i7-6560U @ 2.20GHz,4811,886,,
Intel Core i7-6567U @ 3.30GHz,5615,750,,
Intel Core i7-6600U @ 2.60GHz,4804,889,,
Intel Core i7-660UM @ 1.33GHz,1745,1810,,
Intel Core i7-6650U @ 2.20GHz,4970,859,,
Intel Core i7-6700 @ 3.40GHz,10003,322,29.86,$334.99
Intel Core i7-6700HQ @ 2.60GHz,8132,497,21.51,$378.00*
Intel Core i7-6700K @ 4.00GHz,11108,256,34.36,$323.30
Intel Core i7-6700T @ 2.80GHz,9018,417,30.06,$300.00*
Intel Core i7-6700TE @ 2.40GHz,8674,452,,
Intel Core i7-6770HQ @ 2.60GHz,9728,351,9.71,"$1,001.88*"
Intel Core i7-6800K @ 3.40GHz,13570,194,42.04,$322.77
Intel Core i7-680UM @ 1.47GHz,1710,1830,,
Intel Core i7-6820EQ @ 2.80GHz,8563,458,,
Intel Core i7-6820HK @ 2.70GHz,9119,404,,
Intel Core i7-6820HQ @ 2.70GHz,8767,442,,
Intel Core i7-6822EQ @ 2.00GHz,6427,662,,
Intel Core i7-6850K @ 3.60GHz,14370,164,24.03,$598.00
Intel Core i7-6900K @ 3.20GHz,17655,89,22.29,$792.00
Intel Core i7-6920HQ @ 2.90GHz,9564,362,16.84,$568.00*
Intel Core i7-6950X @ 3.00GHz,19940,58,14.22,"$1,402.00"
Intel Core i7-720QM @ 1.60GHz,3010,1315,27.38,$109.95*
Intel Core i7-740QM @ 1.73GHz,3191,1253,19.96,$159.95*
Intel Core i7-7500U @ 2.70GHz,5154,819,,
Intel Core i7-7560U @ 2.40GHz,5846,725,,
Intel Core i7-7567U @ 3.50GHz,6492,658,,
Intel Core i7-7600U @ 2.80GHz,5093,825,,
Intel Core i7-7660U @ 2.50GHz,6008,708,,
Intel Core i7-7700 @ 3.60GHz,10727,275,32.82,$326.89
Intel Core i7-7700HQ @ 2.80GHz,8799,439,,
Intel Core i7-7700K @ 4.20GHz,12033,234,33.99,$354.00
Intel Core i7-7700T @ 2.90GHz,9280,389,25.43,$365.00
Intel Core i7-7740X @ 4.30GHz,12293,226,32.96,$373.00
Intel Core i7-7800X @ 3.50GHz,14633,158,36.58,$399.99
Intel Core i7-7820HK @ 2.90GHz,9981,328,,
Intel Core i7-7820HQ @ 2.90GHz,9247,391,24.47,$378.00*
Intel Core i7-7820X @ 3.60GHz,18492,80,30.4,$608.31
Intel Core i7-7900X @ 3.30GHz,20406,54,,
Intel Core i7-7920HQ @ 3.10GHz,9986,325,,
Intel Core i7-7Y75 @ 1.30GHz,3736,1111,,
Intel Core i7-8086K @ 4.00GHz,16691,103,30.19,$552.96*
Intel Core i7-820QM @ 1.73GHz,3224,1242,13.44,$239.95*
Intel Core i7-840QM @ 1.87GHz,3411,1189,11.76,$289.97*
Intel Core i7-8500Y @ 1.50GHz,4030,1039,10.26,$393.00*
Intel Core i7-8550U @ 1.80GHz,8291,479,,
Intel Core i7-8559U @ 2.70GHz,12376,222,,
Intel Core i7-8565U @ 1.80GHz,8984,423,,
Intel Core i7-860 @ 2.80GHz,4998,853,17.24,$289.95
Intel Core i7-860S @ 2.53GHz,4711,904,23.56,$199.99*
Intel Core i7-8650U @ 1.90GHz,8787,440,,
Intel Core i7-8665U @ 1.90GHz,9143,400,22.36,$409.00*
Intel Core i7-870 @ 2.93GHz,5324,796,60.52,$87.99
Intel Core i7-8700 @ 3.20GHz,15156,145,50.52,$299.99
Intel Core i7-8700B @ 3.20GHz,14633,157,48.3,$303.00*
Intel Core i7-8700K @ 3.70GHz,15960,126,45.6,$349.99
Intel Core i7-8700T @ 2.40GHz,12707,214,37.93,$334.99*
Intel Core i7-8705G @ 3.10GHz,9895,334,7.02,"$1,408.75*"
Intel Core i7-8706G @ 3.10GHz,10494,287,,
Intel Core i7-8709G @ 3.10GHz,9780,345,,
Intel Core i7-870S @ 2.67GHz,4849,884,,
Intel Core i7-8750H @ 2.20GHz,12460,221,31.55,$395.00*
Intel Core i7-875K @ 2.93GHz,5405,779,15.59,$346.78
Intel Core i7-880 @ 3.07GHz,5505,764,9.44,$583.00*
Intel Core i7-8809G @ 3.10GHz,11025,260,,
Intel Core i7-8850H @ 2.60GHz,13055,205,33.05,$395.00*
Intel Core i7-920 @ 2.67GHz,4914,870,126.02,$39.00
Intel Core i7-920XM @ 2.00GHz,3727,1114,9.32,$399.95*
Intel Core i7-930 @ 2.80GHz,5134,821,42.18,$121.71
Intel Core i7-940 @ 2.93GHz,5336,794,51.32,$103.99*
Intel Core i7-940XM @ 2.13GHz,3966,1054,,
Intel Core i7-950 @ 3.07GHz,5541,759,26.51,$209.00*
Intel Core i7-960 @ 3.20GHz,5801,728,22.08,$262.73
Intel Core i7-965 @ 3.20GHz,5854,722,5.8,"$1,008.95"
Intel Core i7-970 @ 3.20GHz,8351,475,16.71,$499.95*
Intel Core i7-9700 @ 3.00GHz,15815,134,47.93,$329.99
Intel Core i7-9700F @ 3.00GHz,15566,137,40.12,$387.95
Intel Core i7-9700K @ 3.60GHz,17187,96,47.09,$364.99
Intel Core i7-9700KF @ 3.60GHz,17126,98,45.07,$379.99
Intel Core i7-975 @ 3.33GHz,6121,696,14.76,$414.90*
Intel Core i7-9750H @ 2.60GHz,13808,184,,
Intel Core i7-980 @ 3.33GHz,8643,454,43.22,$199.98*
Intel Core i7-9800X @ 3.80GHz,19757,62,30.73,$642.84
Intel Core i7-980X @ 3.33GHz,8743,443,9.61,$909.99*
Intel Core i7-985 @ 3.47GHz,6641,646,,
Intel Core i7-9850H @ 2.60GHz,13866,181,35.1,$395.00*
Intel Core i7-990X @ 3.47GHz,9053,411,25.87,$349.99*
Intel Core i7-995X @ 3.60GHz,9791,342,,
Intel Core i9-7900X @ 3.30GHz,21897,36,23.05,$949.99
Intel Core i9-7920X @ 2.90GHz,23399,28,24.12,$969.99
Intel Core i9-7940X @ 3.10GHz,25381,17,19.52,"$1,299.99"
Intel Core i9-7960X @ 2.80GHz,25998,13,18.57,"$1,399.99*"
Intel Core i9-7980XE @ 2.60GHz,27855,8,15.39,"$1,809.95"
Intel Core i9-8950HK @ 2.90GHz,14300,166,24.53,$583.00*
Intel Core i9-9820X @ 3.30GHz,21674,40,28.15,$769.99
Intel Core i9-9880H @ 2.30GHz,17252,94,31.03,$556.00*
Intel Core i9-9900 @ 3.10GHz,18814,76,42.76,$439.99
Intel Core i9-9900K @ 3.60GHz,20212,56,41.25,$489.99
Intel Core i9-9900KF @ 3.60GHz,20723,51,44.09,$469.99
Intel Core i9-9900X @ 3.50GHz,22998,30,23.71,$969.99
Intel Core i9-9920X @ 3.50GHz,25781,14,21.49,"$1,199.99"
Intel Core i9-9940X @ 3.30GHz,27285,10,19.76,"$1,381.00"
Intel Core i9-9960X @ 3.10GHz,28132,6,16.56,"$1,699.00"
Intel Core i9-9980HK @ 2.40GHz,17305,92,29.68,$583.00*
Intel Core i9-9980XE @ 3.00GHz,29652,3,14.83,"$1,999.99"
Intel Core M-5Y10 @ 0.80GHz,2702,1421,,
Intel Core M-5Y10a @ 0.80GHz,2387,1532,,
Intel Core M-5Y10c @ 0.80GHz,2818,1383,10.03,$281.00*
Intel Core M-5Y31 @ 0.90GHz,2832,1375,,
Intel Core M-5Y51 @ 1.10GHz,2483,1500,,
Intel Core M-5Y70 @ 1.10GHz,3018,1310,,
Intel Core M-5Y71 @ 1.20GHz,2975,1326,10.59,$281.00*
Intel Core m3-6Y30 @ 0.90GHz,3051,1304,10.86,$281.00*
Intel Core m3-7Y30 @ 1.00GHz,3553,1152,,
Intel Core m3-7Y32 @ 1.10GHz,3318,1216,,
Intel Core m3-8100Y @ 1.10GHz,3562,1151,12.68,$281.00*
Intel Core m5-6Y54 @ 1.10GHz,3372,1203,,
Intel Core m5-6Y57 @ 1.10GHz,3243,1237,,
Intel Core m7-6Y75 @ 1.20GHz,3466,1178,,
Intel Core Solo T1300 @ 1.66GHz,393,2603,,
Intel Core Solo T1350 @ 1.86GHz,396,2596,,
Intel Core Solo T1400 @ 1.83GHz,470,2513,,
Intel Core Solo U1300 @ 1.06GHz,273,2756,,
Intel Core Solo U1400 @ 1.20GHz,278,2750,,
Intel Core Solo U1500 @ 1.33GHz,330,2671,,
Intel Core2 Duo E4300 @ 1.80GHz,1051,2182,6.57,$159.95*
Intel Core2 Duo E4400 @ 2.00GHz,1156,2125,23.14,$49.99*
Intel Core2 Duo E4500 @ 2.20GHz,1271,2058,17.84,$71.25*
Intel Core2 Duo E4600 @ 2.40GHz,1383,1991,8.76,$157.95*
Intel Core2 Duo E4700 @ 2.60GHz,1481,1952,54.88,$26.99*
Intel Core2 Duo E6300 @ 1.86GHz,1109,2149,85.39,$12.99*
Intel Core2 Duo E6320 @ 1.86GHz,1185,2106,23.72,$49.99*
Intel Core2 Duo E6400 @ 2.13GHz,1289,2046,43.07,$29.95*
Intel Core2 Duo E6420 @ 2.13GHz,1361,2004,27.24,$49.99*
Intel Core2 Duo E6540 @ 2.33GHz,1451,1963,,
Intel Core2 Duo E6550 @ 2.33GHz,1498,1946,100.26,$14.95*
Intel Core2 Duo E6600 @ 2.40GHz,1554,1917,103.68,$14.99*
Intel Core2 Duo E6700 @ 2.66GHz,1693,1845,56.47,$29.99*
Intel Core2 Duo E6750 @ 2.66GHz,1714,1827,166.48,$10.30*
Intel Core2 Duo E6850 @ 3.00GHz,1946,1712,38.95,$49.99*
Intel Core2 Duo E7200 @ 2.53GHz,1629,1884,33.26,$49.00*
Intel Core2 Duo E7300 @ 2.66GHz,1725,1820,43.26,$39.88*
Intel Core2 Duo E7400 @ 2.80GHz,1771,1798,61.09,$28.99*
Intel Core2 Duo E7500 @ 2.93GHz,1874,1752,125.06,$14.99*
Intel Core2 Duo E7600 @ 3.06GHz,1966,1704,16.4,$119.95*
Intel Core2 Duo E8135 @ 2.40GHz,1564,1914,,
Intel Core2 Duo E8135 @ 2.66GHz,1746,1808,,
Intel Core2 Duo E8200 @ 2.66GHz,1884,1750,37.69,$49.99*
Intel Core2 Duo E8235 @ 2.80GHz,1955,1707,,
Intel Core2 Duo E8290 @ 2.83GHz,2353,1544,,
Intel Core2 Duo E8300 @ 2.83GHz,1991,1691,99.61,$19.99*
Intel Core2 Duo E8335 @ 2.66GHz,1846,1765,,
Intel Core2 Duo E8335 @ 2.93GHz,2128,1635,,
Intel Core2 Duo E8400 @ 3.00GHz,2149,1626,47.24,$45.50
Intel Core2 Duo E8435 @ 3.06GHz,2127,1636,,
Intel Core2 Duo E8500 @ 3.16GHz,2282,1571,57.07,$39.99*
Intel Core2 Duo E8600 @ 3.33GHz,2400,1527,56.54,$42.45*
Intel Core2 Duo E8700 @ 3.50GHz,2212,1606,,
Intel Core2 Duo L7100 @ 1.20GHz,760,2345,,
Intel Core2 Duo L7200 @ 1.33GHz,684,2383,,
